narudžbi,nárudžba
pokazatelja,pokàzatelj
koja uključuje,koja ukl
vrijednost,vrijédnōst
svih,svȉti
pretplate na,pretplat
osigurava,osigurávati
pozitivan,
doprinos,dȍprinos
istaknuli,istàknuti
američkoj,
tvrtki,tvȑtka
napomenuvši,napoménuti
neće,
objaviti,objáviti
detalja,dètālj
   ,   
Iduće,
očekuju,očekívati
zaradu,zȃrada
od 500,od 
zaključena,zakljúčiti
prvoj,
polovini,polòvina
iduće,
Woltu,Wo
DoorDashu,DoorD
2022,20
prilagođenom,prilagođ
temeljnom,
rasponu,ráspon
pozitivne,
nule,nȕla
500,500
odvojeno,
objavio,objáviti
mu,
prihod,príhod
trećem,
tromjesečju,tròmjesēčje
poskočio,poskòčiti
posto,
1,1
28,28
MARIO,
ANČIĆ,
vrhuncu,vrhúnac
karijere,karijéra
bio,
jedna,
najvećih,
nada,
svijetu,svijȇt
tenisa,ténis
Osvojio,osvòjiti
broncu,brȏnca
Olimpijskim,
igrama,ìgra
Davis,
cup,ćȕp
2006,20
sedmi,
igrač,ìgrāč
svijeta,svijȇt
Ipak,
profesionalna,
teniska,
karijera,karijéra
propala,pròpasti
zbog,
teške,
bolesti,bȍlēst
U,
razgovoru,rȁzgovōr
HRT-ovu,HRT
emisiju,emìsija
svojem,
filmu opisao,filmu op
najteže,
trenutke,trenútak
životu,žìvot
Život,žìvot
vam,
podijeli,podijéliti
karte,kàrtōn
To,
sam,
podnio,pòdnijēti
kao,
sportaš,spòrtāš
Ančić,
posljednjih,
8,8
godina,gȏd
živi,žȉva
radi,
SAD-u,SA
to,
Wall,Wa
Streetu,Str
Hrvatskoj,Hẕvātskā
završio,zavŕšiti
Pravni,
fakultet,fakùltēt
Columbusu,Colum
doktorirao,doktorírati
 , 
jednostavno,
vama,
igrate,ȉgrati
Obrazovanje,obrazovánje
bilo,bȉlo
ključ,kljẉč
ono,
mi,
dalo,dȁti
drugu,
šansu,sànšu
Imao,némati
želju,zȇlje
dokazati,dokázati
nečem,
novom,
bez,bȅz
obrazovanja,obrazovánje
ne,nijékati
moguće,
Bilo,bȉlo
novo,
uzbudljivo,
rekao,rȅći
bivši,
hrvatski,
reprezentativac,reprezentatívac
Opisao,opísati
izgleda,izglédati
put,pȕt
vrhunskog,
tenisača,tenìsāč
pripravnika,prìprāvnīk
investicijskom,
fondu,fȍnd
Morao,mórati
dovesti,dòvesti1
ego,ȇgo
red,rȇd
sport,spȍrt
tu,
izuzetno,
pomogao,pòmoći
Pomogao,pòmoći
učiti,ùčiti
uvijek,
uspona,úspon
padova,Pȃdova
sad,
početku,počétak
moram,mórati
isti,
način,náčin
učio,ùčiti
tenis,ténis
Trebalo,trȅbati
pregrmjeti,pregẕmjeti
probleme,pròblēm
odradio,odráditi
sve,sȁv
obveze,obvézati
Kasnije,
neplanirano,neplanir
dodao,dòdati
Kaže,kázati
takvom,
razvoju,rázvoj
nikad,
nije,
mogao,mȍći (I)
nadati,nàdati se
Da,
netko,
prije,
deset,
ću,
raditi,ráditi
investicijskoj,
banci,bànka
bih,bȉti1
ode,òda
psihijatriju,psihijàtrija
Kao,
tenisač,tenìsāč
razmišljao,razmíšljati
samo,
o,
idućem,
Grand,grȃnde
Slamu,slȁma
olimpijskim,
turniru,tùrnīr
poboljšati,pobòljšati
Sport,spȍrt
što,
ja,
znao,znȁti
htio,htjȅti
23,23
kada,
došlo,dȏći
ozljeda,ȍzljeda
Proveo,pròvesti1
vremena,vrijéme
oporavku,opòravak
bolnicama,bólnica
nego,
terenu,tèrēn
Došlo,dȏći
jednom,
trenutku,trenútak
vrijeme,vrijéme
si,sȋ
priznam,prìznati
krenem,krénuti
nešto,
drugo,
Godinu,gȍdina
dana,Dàniel
ležao,lèžati
krevetu,krèvet
svijet,svijȇt
okrenuo,okrénuti
naopačke,
saznao,sàznati
boluje,bolòvati
mononukleoze,mononukleóza
Kada,
operirate,operírati
Ivica,ȉvica
Kostelić,kàštel
ili,
neki,
drugi,
vrhunski,
onda,
uskoro,
krene,krénuti
oporavak,opòravak
trening,trenàžēr
Boli,bȍsti
idete,ìći
dalje,
pokušavate,pokušávati
vratiti,vrátiti
život,žìvot
potpunosti,pòtpunōst
promijenio,promijéniti
Meni,mènī
drugačije,
ovo,
ipak,
problemi,pròblēm
sa,
zdravljem,zdrȃvlje
Nisam,
ništa,
Od,
tipa,tȉp
osam,
sati,Sàti
dnevno,
treninge,trenàžēr
teretane,teretàna
mečeve,mȅč
došao,dȏći
toga,tóga
proveo,pròvesti1
godinu,gȍdina
nošenju,noš
traumom,tràuma
Htio,htjȅti
igrati,ȉgrati
pet,
olimpijskih,
igara,ìgra
pokretač,pokrètač
dogodilo,dogòditi se
shvatio,shvȁtiti
izazov,ȉzazōv
baš,bȁš2
poput,
onih,
sportu,spȍrt
Rekao,rȅći
sebi,se
imam,ìmām
problem,pròblēm
riješiti,rijéšiti
stotine,stȍtina
drugih,
karijeri,karijéra
Imponira,imponírati
igrao,ȉgrati
eri,éra
Đokovića,Đokov
Nadala,nàdati se
Federera,Feder
Dobivao,dobívati
ih,
gubio,gùbiti
Sve,sȁv
počelo,počélo
kasnije,
smo,bȉti1
razvili,ràzviti
prijateljstva,prijatèljstvo
S,
tim,tȋm2
ljudima,čȍvjek
ste,bȉti1
11,11
toliko,
traje,trȁjati
sezona,sezóna
Bez,bȅz
obzira,ȍbzīr
suparnici,sùpārnīk
počnete,pòčēti
shvaćati,shvȁćati
van,
terena,tèrēn
morate,mórati
spremni,
pojesti,pòjesti
večeru,vèčera
popiti,pòpiti
piće,píće
zaključio,zakljúčiti
MRTVAČNICA,mẕtvāčnica
glavnoj,
rumunjskoj,Rùmūnjskā
bolnici,bólnica
nema,némati
mjesta,mjȅsto  (I)
mrtve,
tijela,tijȇlo
zamotana,zamòtati
crne,
vreće,vrȅća
nižu,
hodniku bolnice,hodniku 
Bukureštu,
piše,písati
AP,
Stotine,stȍtina
ljudi,
umiru,ùmirati
svaki,
dan,
posljednja,
dva,
mjeseca,mjȅsec
Rumunjskoj,Rùmūnjskā
koja,
bila,bȉti1
pogođenim,pogođ
zemljama,zèmlja
ovom,ov
valu,vȁla
virusa,vírus
Posebno,
pogođena,pogòditi
istočna,
Europa,Európa
kojoj,
cijepljeno,cijépiti
mnogo,
manje,
zapadu,zȃpad
Europe,Európa
Rumunjska,Rùmūnjskā
zemlja od,zemlj
19,19
sada,
najgorima,
stupana,stu
smrtnosti,smȑtnōst
Rumunjski,
liječnici,lijȇčnīk
frustrirani,
nestane,nèstati
jedno,
selo,sèlo
je dr,je
Catalin,Cat
Cirstoiu,Cirst
sveučilišne,
hitne,
bolnice,bólnica
Što,
tjedan,tjȅdan
mjesec,Mjȅsēc
Veće,vȅčēr
Ili,
grad,gráditi
Gdje,
ćemo,htjȅti
stati,stȁti
Tamošnji,
stručnjaci,strȕčnjāk
su za,su
veliki,
broj,brȏj
smrtnih,
slučajeva,slȕčāj
okrivili,okríviti
nisku,
stopu,stòpa
cijepljenja,cijeplje
iznosi,ìznos
oko,òkno
40,40
 daleko, da
prosjeka,prȍsjeka
Europske,
unije,
75,75
Iscrpljeni,iscŕpiti
financijski,
fizički,
psihički,
požalio,pòžaliti
uzrokovano,úzrokovati
stvari,stvȃr
nesposobnošću,nesposóbnōst
stanovništva,stanovníštvo
shvati,shvȁtiti
mora,mȍra
cijepiti,cijépiti
četvrtog,
vala,vȁla
procijepljeno,procijépiti
70,70
studenoga,
zabilježila,zabìlježiti
najveći,
dnevni,
pandemije,pandèmija
prijavljen,prijáviti
591,591
smrtni,
slučaj,slȕčāj
-,-
90%,90%
njih,
Trenutačno,
1870,18
pacijenata,pacìjent
oboljelih,obolj
diljem,
zemlje,zèmlja
intenzivnoj,
njezi,njȅga2
gotovo,
51,51
000,000
osoba,ȍsoba
koronavirusa,koronavi
umrlo,ùmrijēti
početka,počétak
YOUTUBER,YOUTU
Jake,
Paul,
18,18
prosinca,pròsinac1
boksat,bȍksati
protiv,
Tommyja,Tom
Furyja,Fur
brata,brȁt
puno,
poznatijeg,
svjetskog,
prvaka,pẕvāk
Tysona,Tys
jednoj,
predborbi,predb
sučelit,sučèliti
bivše,
superzvijezde,superzvi
NBA,NBA
lige,líga
NFL-a,NF
Deron,De
Williams,
Frank,
Gore,
Trostruki,
All-Star,
dvostruki,
olimpijski,
prvak,pẕvāk
37-godišnji,37-godiš
playmaker,
2005,20
2017,20
ligi,líga
Utah,Ut
Jazz,
New,
Jersey/Brooklyn,Jersey/B
Netse,Ne
Dallas,Dal
kratko,
Cleveland,Cleve
tijekom,
lockouta,locko
2011,20
turskom,
Bešiktašu,Bešik
Tri,
puta,
nastupio,nastúpiti
utakmici,ùtakmica
dvaput,
izabran,
petorku,pètōrka
američkom,
reprezentacijom,reprezentácija
osvojio,osvòjiti
olimpijska,
zlata,zlȃto
Pekingu,Pèking
2008,20
Londonu,Lòndōn
2012,20
Karijeru,karijéra
prosjecima,prósjek
16,16
3,3
poena,pòēn
asistencije,asistèncija
845,845
utakmica,ùtakmica
najboljim,
sezonama,sezóna
zabijao,zabíjati
preko,Prȇko
20,20
NFL,NFL
rekorder,rekòrdēr
član,člȃn
najbolje,
momčadi,mòmče
2010-ih,201
stariji,
cm,
niži,
(175,(1
cm),cm)
running,run
back,back
očekuje,očekívati
ring,rȉng2
ući,ẉći
slične,
težine,težìna
granica,grànica
postavljena,pòstaviti
98,98
kg,kg
NFL-u,NF
lani,
prvih,
San,sȁn  (I)
Francisco,
49ersima,49ers
Pro,
Bowlu,Bo
(NFL,(N
All-Staru),All-S
najbolju,
momčad,
desetljeća,dȅsetljeće
241,241
utakmicom,ùtakmica
najviše,
backova,bac
povijesti,pȍvijēst
is,
boxer,bo
now,now
His,hȉs
first,fi
fight,fi
was,was
just,
announced,annou
against,aga
former,fòrmer
star,
My,My
story,st
from,fr
September,Septe
on,
his,hȉs
new,
life,li
https,ht
//t,//t
co/Fgtxp9RCLC,co/Fgtxp
pic,pȉc
twitter,twi
com/AVzZCJHa64,com/AVzZ
Obojici,obòjica
boksački,
debi,dèbī
borba,bòrba
dogovorena,dogovòriti se
četiri,
runde,rȕnda
prvi,
pravog,
boksača,bòksāč1
Glavni,
šou,šȍu  (I)
večeri,vȅčēr
okršaj,ȍkršāj
Jakea,Ja
Paula,
dosad,
pobijedio,pobijéditi
sva,sȁv
protivnika,pròtīvnīk
ringu,rȉng2
kolegu,koléga
youtubera,youtu
AnEsonGiba,AnEso
bivšeg,
zakucavača,zakuc
Natea,Na
Robinsona,Robin
te,tȇ
MMA,MMA
borce,bórac
Bena,bȅna
Askrena,Ask
Tyrona,Tyr
Woodleyja,Woodl
Tommy,To
Fury,Fu
bit,bȉt
protivnik,pròtīvnīk
iskustvom,iskústvo
profesionalnom,
boksu,bȍks1
Brat,brȁt
dobio,dòbiti
mečeva,mȅč
posljednji,
funkciji,fùnkcija
predborbe,predb
Paulov,Pau
meč,mȅč
Woodleyjem,Woodl
BRUTALNI,
napad,nápad
Nikole,
Jokića,Jok
Markieffa,Marki
Morrisa,Mor
igrača,
Miami,
Heata,He
nevjerojatno,
eskalirao,eskalírati
Prvo,
Morris,
napravio,nàpraviti
nesportski,nespo
prekršaj,prȅkršāj
srpskom,
centru,cȅntar
ovaj,
divljački,
uzvratio,uzvrátiti
leđa,
žestoko,
nasrnuo,nasŕnuti
udario,ùdariti
ga,
cijelim,
tijelom,tijȇlo
doslovno,
složio,slòžiti
parket,pàrkēt
gdje,
previjao,prevíjati
dulje,
trebao,trȅbati
ovako,
reagirati,reagírati
Osjećam,òsjećati
loše,
udarac,ùdarac
ranije,
zaštititi,zaštítiti
branio,brániti
Jokić,
Nikola,
Jokic,
clobbers,clobb
Markieff,Marki
behind,beh
late,lȁtiti se
in,
the,
fourth,fou
quarter,qua
and,and
things,thi
get,get
intense,int
com/9RclknqIKB,com/9Rcl
Braća,brȁća
Marcus,Mar
inače,
Los,lȍs
Angeles,Ang
Clippersa,Clipp
poznati,pòznati
prgavi,
igrači,
skloni,sklòniti
sukobima,súkob
Uostalom,
svega,
oglasio,oglásiti
brat,brȁt
Jokiću,Jok
poslao,pòslati
poruku,pȍruka
Čekao,čȅkati
moj,
okrene,okrénuti
Ovo,
ti,
zapamtio,zàpāmtiti
poručio,porúčiti
prijeteći,
krilni,
Međutim,
braća,brȁća
nisu,
žestoka,
braće,brȁk
Upravo,
suprotno,
još,
brojniji,
Nikolina,
Strahinja,strȃh
Nemanja,némānje
ovog,ov
sukoba,súkob
napravili,nàpraviti
Twitter-profil,Twitter-
Brothers,Broth
kojem,
napisali,napísati
@MookMorris2,@MookMor
You,You
should,sho
leave,le
this,th
way,way
it,
instead,ins
of,
publicly,publi
threatening,threaten
our,our
brother,bro
Your,Yo
made,ma
dirty,di
play,
If,If
you,you
want,wa
make,ma
step,stȅp
further,fur
be,
sure,sùra
we,we
will,wi
waiting,wai
for,
Marcuse,
pustiti,pùstiti
ostane,òstati
umjesto,
javno,
prijetiš,prijétiti
našem,
bratu,brȁt
Tvoj,
prljavo,
Želite,žèljeti
li,dȍdo
napraviti,nàpraviti
korak,kȍrāk
budite,búditi
sigurni,
vas,
čekati,čȅkati
Pet,
odgovorio,odgovóriti
im,
prozvani,pròzvati
Na,
prave,
namjerili,nàmjeriti se
odmah,
uzvratili,uzvrátiti
Ne,nijékati
vjerujemo,vjȅrovati
pravi,
Sigurni,
TALIJANSKI,
nogometni,
nogometaš,nogomètāš
Juventusa,Juven
Giorgio,
Chiellini,Chiel
dao,dȁti
intervju,intèrvjū
DAZN,DA
govorio,govòriti
svojoj,
brojnim,
aktualnim,
nogometnim,
pitanjima,pítānje
Odnedavno,
europski,
Italijom,Ìtālija
jedan,
glavnih,
prolazi,prólaz
kroz,
najveću,
krizu,kríza
novijoj,
tvrdi,
talijanski,
klubovi,klẉb
moraju,mórati
savladati,savládati
niz,nȋz
problema,pròblēm
ako,
žele,žèlē
opstati,òpstati
Zagovornik,zagovòrnīk
Superlige,Super
Dao,dȁti
znanja,znánje
trenutno,
vidi,vijȇst
prevelik,
nogometaši,nogomètāš
svake,
sezone,sezóna
protivi,protíviti se
osnivanju,osnívānje
novog/dodatnog,novog/do
europskog,
natjecanja,nàtjecānje
navijačima,navìjāč
omražene Superlige,omražene
Već,
godinama,
predsjednikom,prédsjednīk
Agnellijem,Agnel
pričam,príčati
Superligi,Super
Budućnost,budúćnōst
nogometa,nȍgomēt
neminovno,
kreće,krétati
smjeru,smjȇr
cilj,cȋlj
nogomet,nȍgomēt
europskim,
sportom,spȍrt
ovisi,òvisiti
nacionalnim,
savezima,sávez
Igrač,ìgrāč
dovoljno,
dobar za,dobar
Juventus,Juven
želi,žèljeti
velike,
utakmice,ùtakmica
njegova,njègov
razina,ràzina
uz,
dužno,
poštovanje,poštovánje
svima,sȁv
pa,
Došli,dȏći
točke,tȍčka
povratka,pòvratak
Institucije,institúcija
pronaći,prònāći
reformiraju,reformírati
kalendar,kalèndār
tako,
njega,njȅga2
mogla,mȍći (I)
ugraditi,ugráditi
nova,nȏva
napravila,nàpraviti
kompetitivnijim,
Nogomet,nȍgomēt
prekrasna,
igra,ìgra
mene,
najljepša,
može,mȍći (I)
bolja,
Samo,
moramo,mórati
ugledati,ùgledati
Ameriku,Amèrika
ona,
pristupa,prístup
Ukinuo,ùkinuti
VAR,vȃr2
Osim,
sretan,
uvede,ùvesti2
Superliga,Super
novi,
format,fòrmāt
smatra,smátrati
prvenstvima,prvènstvo
potrebne,
reforme,rèfōrma
Primarno,
Serie,Se
A,
klubova,klẉb
smanjio,smánjiti
ju,
kompetitivnijom,
nekoliko,
previše,
možda,
bismo,bȉti1
čak,
mogli,mȍći (I)
otići,òtīći
liga,líga
kompetitivnija,
stvorili,stvòriti
prostor,próstor
igrale,ȉgrati
natjecanjima,nàtjecānje
pita,pȉta
većina,većìna
romantika,romàntika
ukinuo,ùkinuti
Možda,
romantici,romàntika
htjeli,htjȅti
ukinuti,ùkinuti
zaleđe,zálēđe
ponovno,
dozvoliti,dozvòliti
vraćaju,vráčati
loptu,lȍpta
ruke,rúka
vrataru,vràtār
ide,
naprijed,
mijenjati,mijénjati
njim,
Mislim,mȉsliti
jako,
bitno,
nađemo,náći
ljude,ljȕde
sposobni sjesti,sposobni
razgovarati,razgovárati
tome,
boljim,
gledamo,glȅdati
kad,
postoji,póstojati
manjak,mánjak
dijaloga,dijàlog
razumijevanja,razumije
Čak,
navijači,navìjāč
vide,vȋd
HRVATSKA,Hẕvātskā
ove,ove
aktivna,
Bojana,bȏj1
Bogdanovića,Bogdanov
Ivicu,ȉvica
Zupca,zúbac
dok,dȍk2
Dario,
Šarić,šára
vjerojatno,
cijelu,
sezonu,sezóna
propustiti,propùstiti
operacije,operácija
koljena,kòljeno
Luka,lúka
Šamanić,Šam
pod,pȍd2
dvosmjernim,
ugovorom,ȕgovōr
York,
Knicksima,Knick
Razvojnoj,
Sljedeće,
trebali,trȅbati
pojačanje,pojačánje
kapetanu,kapètān
Cibone,Cib
Roku,rȍk1
Prkačinu,pẕkačīn
On,
draft,drȁft
prijavio,prijáviti
prošle,prȏći
garancija,garàncija
izbor,ìzbor
rundi,rȕnda
pravoj,
situaciji,situácija
povukao,pòvūći
svoje,
ime,ȉme
roka,rȍk1
gine,
prva,
runda,rȕnda
smatraju,smátrati
prognozeri,prognòzēr
Sedam,
prvom,
krugu,krẉg
Brojni,
američki,
košarkaški,
mediji,mȇdīj
periodički,
objavljuju,objavljívati
mock,mo
draftove,draft
kojima,
prognoziraju,prognozírati
ponekad,
obrazlažu,obrazlágati
tko,
Prkačina,pẕkačīn
svi,
stavljaju,stávljati
krug,krẉg
elitnu,
lutriju,lùtrija
odnosno,
14,14
biraju,bírati
ušle,ẉći
doigravanje,doigrávanje
medija,mȇdija
redovito,
ažuriraju,ažurírati1
prognoze,prognóza
inačici,inàčica
uvrstilo,uvŕstiti
vjeruje,vjȅrovati
NBAdraftnet,NBAdraft
tek,
mjestu,mjȅsto  (I)
CBS,CBS
Sports,Spo
NBAdraftroom,NBAdraft
gurnuli,gȕrnuti
Najviše,
cijene,cijéna
mjesto,mjȅsto  (I)
čime,
Prkačin,pẕkačīn
postao,pòstati2
četvrti,
izabrani,izàbrati
Hrvat,Hẕvātskā
Dragana,
Bendera,Ben
(4,(4
),)
Marija,
Hezonje,Hez
(5,(5
Darija,
Šarića,Šar
(12,(12
Screenshot,Scree
CBSSports,CBSSp
MyNBAdraft,MyNBA
15,15
ESPN,ES
17,17
smjestili,smjȅstiti
The,
Athletic,Athle
(22,(22
Sporting,Sport
News,Ne
(24,(24
Bleacher,Bleac
Report,rèport
(27,(27
ABA,ȁba
imati,némati
jaka,jȁka1
aduta,àdūt
draftu,dra
Uz,
Zagrepčanina,
krajem,
napuniti,nàpuniti
iz,
mlađi,
Megin,Me
Jović,
kojeg,
također,
pick,pi
prve,
Njega,njȅga2
stavio,štȁviti
šesto,
ovih,òviti
najlošije,
plasiran,plasírati
ESPN-ovoj,ESPN-
prognozi,prognóza
27,27
poziciji,pòzīcija
izvan,
Amerike,Amèrika
visoko,
kotiraju,kotírati
Kongoanac,Kongoánac
Yannick,Yan
Nzosa,Nz
španjolske,Špànjōlskā
Unicaje,Uni
Francuz,Fràncūskā
Ousmane,Ous
Dieng,Di
novozelandskih,
NZ,NZ
Breakersa,Break
treba,tréba
doživljavati,doživljávati
ozbiljno,
jer,
drafta,dra
pol,pȏl
sveučilišna,
počinje,pòčinjati
rasporedu,rȁsporēd
kojim,
birati,bírati
nagađati,nagáđati
Ali,
mogu,mȍći (I)
indikator,indìkātor
kakvu,
reputaciju,reputácija
mladi,
imaju,némati
Americi,Amèrika
Kako,
bude,búditi
odmicala,òdmicati
one,
postajati,pòstajati1
relevantnije,
Lani,
ispao,ìspasti
Prošle,prȏći
vidjela,vijȇst
početkom,
druge,
dakle,
pred,
rok,rȍk1
povlačenje,povláčēnje
prijave,prijáviti
fokusirala,fokusírati
36,36
poziciju,pòzīcija
birao,bírati
Oklahoma,Oklah
City,
postiže,pòstići
6,6
7,7
skokova,skȍk
domaćem,
prvenstvu,prvènstvo
10,10
redom,
slabije,
brojke,brȏjka
PROSLAVLJENI,pròslaviti
srpski,
samostalnu,
trenersku,
karijeru,karijéra
briljira,briljírati
klupi,klúpa
Zvezde,Zve
Dejanu,
Stankoviću,Stank
donijelo,dònijēti
ponudu,pȍnuda
kultnog,
talijanskog,
kluba,klẉb
Sampdoria,Sampd
80-ih,80
90-ih,90
najjačih,
ere,éra
nogometna,
bori,bòriti se
opstanak,òpstanak
poželjela,požèljeti
angažirati,angažírati
mladog,mla
(43),(4
trenera,tréner
iznimno,
cijenjen,
Italiji,Ìtālija
trofejnih,
Lazija,Laz
Intera,Int
Grafika,gràfika
Sofascore,Sofas
IndexSport,Index
Stanković,stȁti
ponedjeljak,ponèdjeljak
Italiju,Ìtālija
odmor,òdmor
stanke,stȃnka
reprezentacije,reprezentácija
iskoristila,iskorìstiti
ponudila,pònuditi
preuzme,preùzēti
njenu,njȇn
Svi,
navode,návod
odbio,òdbiti
Sampdoriju,Sampd
Zvezdi,Zve
nastupila,nastúpiti
opća,
mobilizacija,mobilizácija
zadržala,zadẕžati
obožavanog,oboža
uspješnog,
trener,tréner
srpska,
naslova,náslov
uzeo,ùzēti
bodova,bȏd1
ispred,
najvećeg,
rivala,rìvāl
Partizana,partìzān
poraza,pȍrāz
Dodao,dòdati
kup,kȕp1
osvojen,osvòjiti
pobjedom,pȍbjeda
nad,
Partizanom,partìzān
prošao,prȏći
skupinu,skȕpina
nokaut-rundi,nokaut-r
Milana,
gola,Góla
gostima,gȏst
GAĐAJUĆI,gáđati
mađarskog,
suca,súdac
pogodili,pogòditi
ozlijedili,ozlijéditi
kondicijskog,
svog,švȏg
Bijes,bijȇs
neočekivanog,
domaćeg,
Midtjyllanda,Midtjyll
(0,(0
1),1)
četvrtom,
kolu,kȍlo
Crvene,
zvezde,zve
željeli,žèljeti
iskaliti,iskáliti
sucu,súkati
Tamasu,Tam
Bognaru,Bog
 Mađar, Ma
naime,
srpskog,
danskog,
domaćinima,domàćin
isključio,iskljúčiti
čega,
Delije,dèlija
smatrale,smátrati
krivcem,krívac
poraz,pȍrāz
išao,ìći
prema,
svlačionici,svlačiónica
ulazeći,ùlaziti
tunel,tùnēl
ispod,
sjeverne,
navijačke,
tribine,tribína
Marakane,Marak
huligani,hȕligān
zatekli,zàteći
zasuli,zàsūti
hrpom,hẕpa
raznih,
predmeta,prédmet
Umjesto,
meta,méta
glavu,gláva
Zvezdinog,Zvezd
Federica,Feder
Pannoncinija,Pannonci
Snimka koju,Snimka k
Telegraf,telègraf
pokazuje,pokazívati
trenutak,trenútak
Delija,dèlija
Zvezdinom,Zvezd
pomoćnom,
treneru,tréner
krenula,krénuti
rafalna,
paljba,pàljba
►,►
KLIKNI,klȉknuti
OVDJE,
I,
POGLEDAJ,poglédati
DRAMATIČNE,
SCENE,scènārīj
MARAKANE,MARAK
Vidi,vijȇst
pogođen,pogòditi
Zvezdin,Zve
kapetan,kapètān
golman,gȍlman
Milan,
Borjan,bòriti se
snimci,snȉmak
pozdravlja,pòzdravljati
Pannoncinijem baš,Pannonci
suci,súkati
prilaze,prìlaziti
tunelu,tùnēl
Točno,
tada,
predmetom,prédmet
zatim,
grli,gȑliti
sakriva,sakrívati
kanonade,kanonáda
nastaje,nàstajati
gužva,gẉžva
Borjana,Bor
tamo,
dotrčavaju,dotrčávati
liječnik,lijȇčnīk
pomoćni,
treneri,tréner
Petar,
Petrović,
Miodrag,
Mladenović,
Sva,sȁv
četvorica,četvòrica
pridržavala,pridržávati
šokiranog,šokir
ozlijeđenog,
stručnjaka,strȕčnjāk
Pannoncini,Panno
ubrzo,
iznesen,ìznijēti
tunela,tùnēl
vozilo,vòzilo
Hitne,
pomoći,pòmoći
prevezen,prèvesti2
Klinički,
centar,cȅntar
Srbije,Sẕbija
dijagnosticirano,dijagnosticírati
napuknuće,napuknúće
lubanje,lùbanja
morao,mórati
prenoćiti,prenòćiti
Nakon,
otišao,oti
kasnije Zvezda,kasnije 
igrala,ȉgrati
derbi,dȅrbi
prvenstva,prvènstvo
kod,kȏd
Vojvodine,Vòjvodina
iskazali,iskázati
podršku,pòdrška
Novom,
Sadu,Sa
podigli,pòdići
transparente,transpàrent
napisano,napísati
prezime,prèzime
njihove,
žrtve,žȑtva
NAKON,
saudijski,
investicijski,
fond,fȍnd
nedavno,
kupio,kúpiti
Newcastle,Newca
305,305
funti,fẉnta
promjena,prȍmjena
vlasništva,vlȃsnīštvo
započela,zapòčēti
West,
Hamu,hȃm
Klub,klẉb
danas,
potvrdio,potvŕditi
udjela,údio
vlasništvu,vlȃsnīštvo
prodano,pròdati
češkom,Čȅškā
milijarderu,milijàrdēr
Danielu,Dan
Kretinskom,Kreti
ugovor o,ugovo
prodaji,prȍdaja
